id,source,query,title,year,venue,doi,url,authors,abstract
10.1002/9781,crossref,contact sequence learning robotics,Appendix 1,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.app1,https://doi.org/10.1002/9781119335740.app1,,
10.1002/9781,crossref,contact sequence learning robotics,Appendix 2,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.app2,https://doi.org/10.1002/9781119335740.app2,,
10.1002/9781,crossref,contact sequence learning robotics,Appendix 3,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.app3,https://doi.org/10.1002/9781119335740.app3,,
10.1002/9781,crossref,contact sequence learning robotics,Appendix 4,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.app4,https://doi.org/10.1002/9781119335740.app4,,
10.1002/9781,crossref,contact sequence learning robotics,Appendix 5,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.app5,https://doi.org/10.1002/9781119335740.app5,,
10.3726/978-,crossref,contact sequence learning robotics,Authors and Contact,2016,Robotics in Germany and Japan,10.3726/978-3-653-03976-4/9,https://doi.org/10.3726/978-3-653-03976-4/9,,
10.1002/9781,crossref,contact sequence learning robotics,Bibliography,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.biblio,https://doi.org/10.1002/9781119335740.biblio,,
10.1002/9781,crossref,contact sequence learning robotics,Conclusion and Perspectives,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.oth1,https://doi.org/10.1002/9781119335740.oth1,,
10.7554/elif,crossref,contact sequence learning robotics,Figure 2—figure supplement 3. Sequence alignment of β2AR orthologues around the cholesterol-binding site IC2.,2016,,10.7554/elife.18432.009,https://doi.org/10.7554/elife.18432.009,,
10.7554/elif,crossref,contact sequence learning robotics,Figure 2—figure supplement 4. Sequence alignment of β2AR orthologues around the cholesterol-binding site EC1.,2016,,10.7554/elife.18432.010,https://doi.org/10.7554/elife.18432.010,,
10.1002/9781,crossref,contact sequence learning robotics,Front Matter,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.fmatter,https://doi.org/10.1002/9781119335740.fmatter,,
10.1002/9781,crossref,contact sequence learning robotics,Index,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.index,https://doi.org/10.1002/9781119335740.index,,
10.1109/aris,crossref,contact sequence learning robotics,Instrument contact force estimation using endoscopic image sequence and 3D reconstruction model,2016,2016 International Conference on Advanced Robotics and Intelligent Systems (ARIS),10.1109/aris.2016.7886629,https://doi.org/10.1109/aris.2016.7886629,"Lin, Wei-Che; Song, Kai-Tai",
10.1002/9781,crossref,contact sequence learning robotics,"Learning Robotics, with Robotics, by Robotics",2016,,10.1002/9781119335740,https://doi.org/10.1002/9781119335740,"Gaudiello, Ilaria; Zibetti, Elisabetta",
10.1002/9781,crossref,contact sequence learning robotics,Learning Robotics: Users' Representation of Robots,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.ch1,https://doi.org/10.1002/9781119335740.ch1,,
10.1002/9781,crossref,contact sequence learning robotics,Learning by Robotics: The Impact of Educational Robots on Learning,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.ch3,https://doi.org/10.1002/9781119335740.ch3,,
10.1109/robi,crossref,contact sequence learning robotics,Learning partial power grasp with task-specific contact,2016,2016 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2016.7866345,https://doi.org/10.1109/robio.2016.7866345,"Li, Miao",
10.1002/9781,crossref,contact sequence learning robotics,Learning with Robotics: Functional and Social Acceptance of Robots,2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.ch2,https://doi.org/10.1002/9781119335740.ch2,,
10.1016/j.ro,crossref,contact sequence learning robotics,Multi-contact haptic exploration and grasping with tactile sensors,2016,Robotics and Autonomous Systems,10.1016/j.robot.2016.08.007,https://doi.org/10.1016/j.robot.2016.08.007,"Sommer, Nicolas; Billard, Aude",
10.1080/0169,crossref,contact sequence learning robotics,Nonlinear viscoelastic contact and deformation of freeform virtual surfaces,2016,Advanced Robotics,10.1080/01691864.2015.1105868,https://doi.org/10.1080/01691864.2015.1105868,"Zafer, Naci; Yilmaz, Sezcan",
10.1002/9781,crossref,contact sequence learning robotics,"Other titles from iSTE in Information Systems, Web and Pervasive Computing",2016,"Learning Robotics, with Robotics, by Robotics",10.1002/9781119335740.oth2,https://doi.org/10.1002/9781119335740.oth2,,
10.1177/0278,crossref,contact sequence learning robotics,Pre- and post-contact policy decomposition for planar contact manipulation under uncertainty,2016,The International Journal of Robotics Research,10.1177/0278364915594474,https://doi.org/10.1177/0278364915594474,"Koval, Michael C.; Pollard, Nancy S.; Srinivasa, Siddhartha S.","We consider the problem of using real-time feedback from contact sensors to create closed-loop pushing actions. To do so, we formulate the problem as a partially observable Markov decision process (POMDP) with a transition model based on a physics simulator and a reward function that drives the robot towards a successful grasp. We demonstrate that it is intractable to solve the full POMDP with traditional techniques and introduce a novel decomposition of the policy into pre- and post-contact stages to reduce the computational complexity. Our method uses an offline point-based solver on a variable-resolution discretization of the state space to solve for a post-contact policy as a pre-computation step. Then, at runtime, we use an A* search to compute a pre-contact trajectory. We prove that "
10.1007/978-,crossref,contact sequence learning robotics,Robust Contact Generation for Robot Simulation with Unstructured Meshes,2016,Springer Tracts in Advanced Robotics,10.1007/978-3-319-28872-7_21,https://doi.org/10.1007/978-3-319-28872-7_21,"Hauser, Kris",
10.1007/s100,crossref,contact sequence learning robotics,A preliminary study on learning effect in a contact positioning task in a virtual environment,2017,Artificial Life and Robotics,10.1007/s10015-016-0321-6,https://doi.org/10.1007/s10015-016-0321-6,"Morizono, Tetsuya; Miyaji, Raita; Tomonari, Yusuke",
10.1007/978-,crossref,contact sequence learning robotics,Contact Dynamics,2017,Humanoid Robotics: A Reference,10.1007/978-94-007-7194-9_5-1,https://doi.org/10.1007/978-94-007-7194-9_5-1,"Sugihara, Tomomichi",
10.1007/978-,crossref,contact sequence learning robotics,Contact Simulation,2017,Humanoid Robotics: A Reference,10.1007/978-94-007-7194-9_25-1,https://doi.org/10.1007/978-94-007-7194-9_25-1,"Drumwright, Evan; Trinkle, Jeffrey C.",
10.4018/978-,crossref,contact sequence learning robotics,Multiple Sequence Alignment Optimization Using Meta-Heuristic Techniques,2017,Advances in Computational Intelligence and Robotics,10.4018/978-1-5225-2229-4.ch018,https://doi.org/10.4018/978-1-5225-2229-4.ch018,"Issa, Mohamed; Hassanien, Aboul Ella","Sequence alignment is a vital process in many biological applications such as Phylogenetic trees construction, DNA fragment assembly and structure/function prediction. Two kinds of alignment are pairwise alignment which align two sequences and Multiple Sequence alignment (MSA) that align sequences more than two. The accurate method of alignment is based on Dynamic Programming (DP) approach which suffering from increasing time exponentially with increasing the length and the number of the aligned sequences. Stochastic or meta-heuristics techniques speed up alignment algorithm but with near optimal alignment accuracy not as that of DP. Hence, This chapter aims to review the recent development of MSA using meta-heuristics algorithms. In addition, two recent techniques are focused in more deep"
10.1016/j.ro,crossref,contact sequence learning robotics,Sequence and chance: Design and control methods for entertainment robots,2017,Robotics and Autonomous Systems,10.1016/j.robot.2016.08.019,https://doi.org/10.1016/j.robot.2016.08.019,"Jochum, Elizabeth; Millar, Philip; Nuñez, David",
10.1109/icra,crossref,contact sequence learning robotics,Sequence-based multimodal apprenticeship learning for robot perception and decision making,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2017.7989301,https://doi.org/10.1109/icra.2017.7989301,"Han, Fei; Yang, Xue; Zhang, Yu; Zhang, Hao",
10.1109/icra,crossref,contact sequence learning robotics,Affordance-Based Multi-Contact Whole-Body Pose Sequence Planning for Humanoid Robots in Unknown Environments,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2018.8461087,https://doi.org/10.1109/icra.2018.8461087,"Kaiser, Peter; Mandery, Christian; Boltres, Andreas; Asfour, Tamim",
10.3390/robo,crossref,contact sequence learning robotics,Close Range Tracking of an Uncooperative Target in a Sequence of Photonic Mixer Device (PMD) Images,2018,Robotics,10.3390/robotics7010005,https://doi.org/10.3390/robotics7010005,"Klionovska, Ksenia; Ventura, Jacopo; Benninghoff, Heike; Huber, Felix","This paper presents a pose estimation routine for tracking attitude and position of an uncooperative tumbling spacecraft during close range rendezvous. The key innovation is the usage of a Photonic Mixer Device (PMD) sensor for the first time during space proximity for tracking the pose of the uncooperative target. This sensor requires lower power consumption and higher resolution if compared with existing flash Light Identification Detection and Ranging (LiDAR) sensors. In addition, the PMD sensor provides two different measurements at the same time: depth information (point cloud) and amplitude of the reflected signal, which generates a grayscale image. In this paper, a hybrid model-based navigation technique that employs both measurements is proposed. The principal pose estimation techn"
10.1109/icra,crossref,contact sequence learning robotics,Contact Point Localization for Articulated Manipulators with Proprioceptive Sensors and Machine Learning,2018,2018 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra.2018.8462869,https://doi.org/10.1109/icra.2018.8462869,"Zwiener, Adrian; Geckeler, Christian; Zell, Andreas",
a85f9f38ce61,arxiv,contact sequence learning robotics,Dance Teaching by a Robot: Combining Cognitive and Physical Human-Robot Interaction for Supporting the Skill Learning Process,2018,arXiv,,,Diego Felipe Paez Granados; Breno A. Yamamoto; Hiroko Kamide; Jun Kinugawa; Kazuhiro Kosuge,"This letter presents a physical human-robot interaction scenario in which a robot guides and performs the role of a teacher within a defined dance training framework. A combined cognitive and physical feedback of performance is proposed for assisting the skill learning process. Direct contact cooperation has been designed through an adaptive impedance-based controller that adjusts according to the partner's performance in the task. In measuring performance, a scoring system has been designed using the concept of progressive teaching (PT). The system adjusts the difficulty based on the user's number of practices and performance history. Using the proposed method and a baseline constant controller, comparative experiments have shown that the PT presents better performance in the initial stag"
